YEAR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,condition,updated
2011,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.2,015,"25 July, 2020"
2012,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.1,015,"25 July, 2020"
2013,0.1,0.1,0.2,0.1,0.1,0.2,0.2,0.3,0.3,0.2,0.2,0.1,015,"25 July, 2020"
2014,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.2,015,"25 July, 2020"
2015,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,015,"25 July, 2020"
2016,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,015,"25 July, 2020"
2017,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.2,015,"25 July, 2020"
2018,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,015,"25 July, 2020"
2019,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,015,"25 July, 2020"
2020,0.2,0.2,0.2,0.2,0.2,0.1,0.0,0.0,0.0,0.0,0.0,0.0,015,"25 July, 2020"
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,016,"25 July, 2020"
1991,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,017,"25 July, 2020"
1992,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,017,"25 July, 2020"
1993,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.0,0.1,0.1,0.1,017,"25 July, 2020"
1994,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,0.0,0.1,0.1,0.0,017,"25 July, 2020"
1995,0.1,0.0,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,0.1,017,"25 July, 2020"
1996,0.0,0.1,0.2,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,017,"25 July, 2020"
1997,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.1,0.0,0.1,017,"25 July, 2020"
1998,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,017,"25 July, 2020"
1999,0.2,0.1,0.3,0.3,0.3,0.1,0.1,0.0,0.1,0.1,0.1,0.1,017,"25 July, 2020"
2000,0.1,0.1,0.2,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,017,"25 July, 2020"
2001,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,017,"25 July, 2020"
2002,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,017,"25 July, 2020"
2003,0.0,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.0,0.0,017,"25 July, 2020"
2004,0.1,0.2,0.1,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,017,"25 July, 2020"
2005,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,017,"25 July, 2020"
2006,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,017,"25 July, 2020"
2007,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,017,"25 July, 2020"
2008,0.1,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,017,"25 July, 2020"
2009,0.1,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,017,"25 July, 2020"
2010,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.1,017,"25 July, 2020"
2011,0.2,0.2,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,017,"25 July, 2020"
2012,0.0,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,017,"25 July, 2020"
2013,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,017,"25 July, 2020"
2014,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,017,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,017,"25 July, 2020"
2016,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,017,"25 July, 2020"
2017,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,017,"25 July, 2020"
2018,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,017,"25 July, 2020"
2019,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,017,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,017,"25 July, 2020"
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,018,"25 July, 2020"
1992,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
1995,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,018,"25 July, 2020"
1997,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,018,"25 July, 2020"
2000,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2001,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2006,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2008,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2009,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2010,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,018,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,018,"25 July, 2020"
2013,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2017,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2018,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,018,"25 July, 2020"
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,064,"25 July, 2020"
1991,0.5,0.5,0.3,0.4,0.4,0.4,0.5,0.4,0.3,0.4,0.3,0.3,020,"25 July, 2020"
1992,0.5,0.5,0.3,0.3,0.3,0.3,0.4,0.2,0.3,0.2,0.3,0.3,020,"25 July, 2020"
1993,0.4,0.5,0.4,0.3,0.2,0.3,0.3,0.4,0.3,0.2,0.2,0.2,020,"25 July, 2020"
1994,0.4,0.7,0.4,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,020,"25 July, 2020"
1995,0.4,0.5,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,020,"25 July, 2020"
1996,0.5,0.5,0.4,0.3,0.4,0.4,0.4,0.4,0.4,0.3,0.3,0.3,020,"25 July, 2020"
1997,0.6,0.5,0.3,0.4,0.4,0.3,0.4,0.3,0.2,0.2,0.2,0.3,020,"25 July, 2020"
1998,0.4,0.5,0.4,0.3,0.3,0.3,0.3,0.2,0.1,0.2,0.2,0.2,020,"25 July, 2020"
1999,0.4,0.5,0.4,0.3,0.3,0.2,0.5,0.3,0.3,0.2,0.3,0.3,020,"25 July, 2020"
2000,0.4,0.5,0.6,0.3,0.7,0.4,0.5,0.5,0.3,0.4,0.3,0.3,020,"25 July, 2020"
2001,0.5,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.2,0.3,0.3,0.2,020,"25 July, 2020"
2002,0.3,0.3,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,020,"25 July, 2020"
2003,0.3,0.3,0.3,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.3,0.2,020,"25 July, 2020"
2004,0.2,0.2,0.2,0.2,0.4,0.2,0.2,0.2,0.2,0.3,0.2,0.2,020,"25 July, 2020"
2005,0.3,0.6,0.8,0.3,0.3,0.2,0.3,0.3,0.2,0.2,0.2,0.2,020,"25 July, 2020"
2006,0.4,0.3,0.4,0.2,0.4,0.4,0.3,0.4,0.3,0.2,0.2,0.3,020,"25 July, 2020"
2007,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.2,0.2,0.3,0.2,0.1,020,"25 July, 2020"
2008,0.2,0.2,0.1,0.2,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.2,020,"25 July, 2020"
2009,0.3,0.2,0.1,0.1,0.2,0.3,0.3,0.3,0.2,0.1,0.2,0.1,020,"25 July, 2020"
2010,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,020,"25 July, 2020"
2011,0.3,0.1,0.2,0.2,0.2,0.1,0.1,0.2,0.1,0.2,0.1,0.2,020,"25 July, 2020"
2012,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,020,"25 July, 2020"
2013,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.1,020,"25 July, 2020"
2014,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.1,020,"25 July, 2020"
2015,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,020,"25 July, 2020"
2016,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,020,"25 July, 2020"
2017,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,020,"25 July, 2020"
2018,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.2,0.2,020,"25 July, 2020"
2019,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.1,020,"25 July, 2020"
2020,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,020,"25 July, 2020"
1991,0.6,0.8,1.0,0.6,0.4,0.5,0.6,0.7,0.6,1.0,1.1,0.8,021,"25 July, 2020"
1992,0.5,0.5,0.4,0.3,0.4,0.4,0.4,0.5,0.7,1.1,1.8,1.2,021,"25 July, 2020"
1993,0.8,0.7,0.4,0.6,0.9,1.5,2.4,2.3,3.7,4.2,5.7,3.4,021,"25 July, 2020"
1994,1.9,1.4,1.5,0.9,1.6,2.5,2.1,3.0,3.3,3.2,3.0,2.6,021,"25 July, 2020"
1995,1.1,0.7,0.7,0.4,0.5,0.5,0.3,0.5,0.4,0.6,0.4,0.3,021,"25 July, 2020"
1996,0.3,0.2,0.3,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,021,"25 July, 2020"
1997,0.2,0.2,0.2,0.2,0.3,0.4,0.3,0.3,0.6,0.7,0.7,0.4,021,"25 July, 2020"
1998,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.1,0.1,0.0,021,"25 July, 2020"
1999,0.0,0.1,0.3,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.0,0.0,021,"25 July, 2020"
2000,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,021,"25 July, 2020"
2001,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,021,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,021,"25 July, 2020"
2003,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.1,0.1,0.0,0.0,021,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,021,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,021,"25 July, 2020"
2006,0.0,0.0,0.1,0.3,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,021,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,021,"25 July, 2020"
2008,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,021,"25 July, 2020"
2009,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,021,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,021,"25 July, 2020"
2011,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.0,0.0,0.1,0.1,021,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,0.1,0.0,0.0,021,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.1,0.1,021,"25 July, 2020"
2014,0.3,0.3,0.2,0.1,0.1,0.1,0.1,0.1,0.0,0.1,0.0,0.1,021,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,021,"25 July, 2020"
2016,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,021,"25 July, 2020"
2017,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,021,"25 July, 2020"
2018,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,021,"25 July, 2020"
2019,0.1,0.1,0.2,0.1,0.1,0.0,0.1,0.1,0.1,0.2,0.1,0.1,021,"25 July, 2020"
2020,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,021,"25 July, 2020"
1991,0.2,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,022,"25 July, 2020"
1992,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.1,022,"25 July, 2020"
1993,0.1,0.1,0.0,0.1,0.1,0.1,0.2,0.3,0.3,0.2,0.2,0.1,022,"25 July, 2020"
1994,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.1,0.2,0.1,0.1,022,"25 July, 2020"
1995,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.3,0.2,0.2,0.2,0.1,022,"25 July, 2020"
1996,0.1,0.1,0.1,0.1,0.1,0.2,0.4,0.2,0.3,0.2,0.1,0.2,022,"25 July, 2020"
1997,0.1,0.1,0.1,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,022,"25 July, 2020"
1998,0.1,0.1,0.1,0.1,0.2,0.3,0.4,0.4,0.3,0.3,0.1,0.2,022,"25 July, 2020"
1999,0.2,0.1,0.2,0.2,0.2,0.3,0.4,0.4,0.4,0.3,0.2,0.2,022,"25 July, 2020"
2000,0.2,0.1,0.1,0.2,0.2,0.3,0.3,0.4,0.4,0.3,0.3,0.3,022,"25 July, 2020"
2001,0.2,0.2,0.3,0.2,0.2,0.4,0.3,0.5,0.4,0.3,0.3,0.2,022,"25 July, 2020"
2002,0.2,0.2,0.2,0.2,0.3,0.3,0.4,0.5,0.4,0.2,0.3,0.3,022,"25 July, 2020"
2003,0.2,0.1,0.2,0.2,0.2,0.2,0.3,0.4,0.4,0.3,0.3,0.2,022,"25 July, 2020"
2004,0.2,0.2,0.1,0.2,0.2,0.3,0.3,0.2,0.1,0.2,0.1,0.1,022,"25 July, 2020"
2005,0.1,0.1,0.1,0.1,0.1,0.1,0.3,0.2,0.2,0.2,0.1,0.2,022,"25 July, 2020"
2006,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,022,"25 July, 2020"
2007,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.1,0.1,022,"25 July, 2020"
2008,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,022,"25 July, 2020"
2009,0.1,0.0,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,022,"25 July, 2020"
2010,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,022,"25 July, 2020"
2011,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,022,"25 July, 2020"
2012,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,0.1,022,"25 July, 2020"
2013,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.0,022,"25 July, 2020"
2014,0.0,0.0,0.0,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,022,"25 July, 2020"
2015,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,022,"25 July, 2020"
2016,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,022,"25 July, 2020"
2017,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.3,0.2,0.1,0.1,022,"25 July, 2020"
2018,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,022,"25 July, 2020"
2019,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,022,"25 July, 2020"
2020,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,022,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,079,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,079,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,079,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,079,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,079,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,079,"25 July, 2020"
1995,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,043,"25 July, 2020"
1996,0.1,0.1,0.1,0.1,0.0,0.0,0.1,0.1,0.1,0.1,0.1,0.0,043,"25 July, 2020"
1997,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.0,043,"25 July, 2020"
1998,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.0,0.1,0.1,043,"25 July, 2020"
1999,0.0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,043,"25 July, 2020"
