YEAR,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec,condition,updated
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,026,"25 July, 2020"
1991,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.2,0.2,0.2,0.2,0.2,027,"25 July, 2020"
1992,0.2,0.2,0.2,0.2,0.2,0.3,0.3,0.3,0.3,0.3,0.3,0.3,027,"25 July, 2020"
1993,0.3,0.4,0.4,0.5,0.5,0.5,0.4,0.5,0.5,0.4,0.4,0.2,027,"25 July, 2020"
1994,0.3,0.3,0.4,0.3,0.4,0.4,0.3,0.2,0.3,0.3,0.3,0.3,027,"25 July, 2020"
1995,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,027,"25 July, 2020"
1996,0.2,0.2,0.3,0.2,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.2,027,"25 July, 2020"
1997,0.2,0.2,0.2,0.3,0.3,0.3,0.2,0.2,0.3,0.3,0.2,0.2,027,"25 July, 2020"
1998,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.2,0.3,0.2,0.3,0.2,027,"25 July, 2020"
1999,0.2,0.2,0.2,0.2,0.2,0.3,0.2,0.2,0.3,0.3,0.2,0.2,027,"25 July, 2020"
2000,0.2,0.2,0.3,0.3,0.2,0.2,0.2,0.3,0.3,0.2,0.3,0.2,027,"25 July, 2020"
2001,0.3,0.3,0.3,0.2,0.3,0.3,0.2,0.2,0.3,0.3,0.3,0.3,027,"25 July, 2020"
2002,0.3,0.4,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.5,0.3,0.3,027,"25 July, 2020"
2003,0.4,0.4,0.3,0.3,0.2,0.2,0.1,0.2,0.2,0.3,0.2,0.1,027,"25 July, 2020"
2004,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.3,0.2,027,"25 July, 2020"
2005,0.2,0.1,0.1,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.2,027,"25 July, 2020"
2006,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,027,"25 July, 2020"
2007,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.2,0.2,0.2,0.1,027,"25 July, 2020"
2008,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.2,0.1,027,"25 July, 2020"
2009,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,027,"25 July, 2020"
2010,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.1,0.2,027,"25 July, 2020"
2011,0.1,0.1,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.2,027,"25 July, 2020"
2012,0.2,0.2,0.2,0.1,0.1,0.1,0.1,0.2,0.1,0.2,0.1,0.1,027,"25 July, 2020"
2013,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.2,0.2,0.2,027,"25 July, 2020"
2014,0.2,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.2,027,"25 July, 2020"
2015,0.3,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,027,"25 July, 2020"
2016,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,027,"25 July, 2020"
2017,0.2,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.2,0.2,027,"25 July, 2020"
2018,0.2,0.1,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,027,"25 July, 2020"
2019,0.2,0.2,0.2,0.2,0.1,0.2,0.1,0.1,0.2,0.3,0.2,0.2,027,"25 July, 2020"
2020,0.2,0.2,0.1,0.2,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,027,"25 July, 2020"
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,028,"25 July, 2020"
1993,2.6,7.3,7.5,4.1,2.2,1.3,0.7,0.7,0.7,0.6,0.9,1.3,002,"25 July, 2020"
1994,3.1,4.6,5.7,3.5,1.8,0.8,0.3,0.2,0.4,0.4,0.4,0.5,002,"25 July, 2020"
1995,1.4,1.2,2.7,2.9,2.9,0.9,0.4,0.4,0.2,0.4,0.5,0.7,002,"25 July, 2020"
1996,4.2,11.0,13.5,6.3,2.8,1.0,0.5,0.5,0.4,0.5,0.9,1.0,002,"25 July, 2020"
1997,4.7,6.7,7.4,7.5,4.6,1.7,0.6,0.4,0.3,0.5,0.4,1.0,002,"25 July, 2020"
1998,1.5,2.6,3.1,2.3,1.3,0.6,0.4,0.4,0.3,0.6,1.7,2.1,002,"25 July, 2020"
1999,2.5,3.5,5.2,4.2,2.6,0.9,0.4,0.5,0.4,0.6,0.8,1.5,002,"25 July, 2020"
2000,3.0,3.5,4.1,3.4,3.1,0.9,0.5,0.3,0.4,0.7,0.9,1.1,002,"25 July, 2020"
2001,2.9,3.2,2.8,3.0,2.2,0.8,0.3,0.3,0.2,0.3,0.4,0.3,002,"25 July, 2020"
2002,0.7,1.1,1.5,1.5,1.0,0.4,0.2,0.1,0.2,0.2,0.2,0.2,002,"25 July, 2020"
2003,0.6,0.6,1.8,5.3,5.1,1.5,0.5,0.3,0.3,0.5,1.0,2.1,002,"25 July, 2020"
2004,3.2,3.0,6.0,4.5,1.9,0.5,0.3,0.3,0.2,0.3,0.5,0.4,002,"25 July, 2020"
2005,0.7,1.5,2.3,1.5,0.8,0.4,0.4,0.4,0.5,0.4,1.0,2.4,002,"25 July, 2020"
2006,4.8,5.7,6.2,3.2,1.6,0.7,0.7,0.7,0.7,0.8,1.0,0.9,002,"25 July, 2020"
2007,1.0,1.5,2.7,2.5,2.4,1.1,1.1,0.9,1.2,1.8,1.8,1.9,002,"25 July, 2020"
2008,3.3,5.0,4.7,2.5,1.8,1.2,1.2,1.1,1.3,1.2,1.5,1.6,002,"25 July, 2020"
2009,2.0,2.4,3.1,2.7,2.4,1.8,1.2,1.1,1.5,1.7,1.1,0.8,002,"25 July, 2020"
2010,1.2,2.0,4.2,4.6,2.7,1.2,0.9,0.7,0.9,1.2,1.6,2.0,002,"25 July, 2020"
2011,4.0,5.3,4.3,2.3,1.3,0.7,0.5,0.6,0.6,0.8,1.1,1.5,002,"25 July, 2020"
2012,2.8,3.7,3.6,2.8,1.7,0.7,0.7,0.6,0.8,1.0,1.2,0.9,002,"25 July, 2020"
2013,1.8,2.2,1.9,2.3,2.1,1.2,1.1,1.0,0.8,1.1,1.4,1.6,002,"25 July, 2020"
2014,1.9,2.2,2.8,2.0,2.2,1.4,1.1,1.3,1.4,1.9,2.2,2.4,002,"25 July, 2020"
2015,3.5,9.9,10.4,4.5,2.5,1.5,1.1,1.1,1.2,1.5,1.6,1.3,002,"25 July, 2020"
2016,1.1,1.6,2.3,2.3,1.3,0.6,0.4,0.4,0.4,0.5,1.0,3.4,002,"25 July, 2020"
2017,6.6,5.1,4.2,2.7,3.1,1.7,0.9,0.8,0.7,0.9,0.8,0.7,002,"25 July, 2020"
2018,1.0,1.1,1.5,2.1,1.9,0.9,0.6,0.6,0.6,0.9,0.7,0.6,002,"25 July, 2020"
2019,1.0,1.1,1.3,1.5,1.8,1.1,1.0,0.8,0.6,0.7,0.5,0.4,002,"25 July, 2020"
2020,0.5,0.5,2.2,7.6,6.7,2.3,0.5,0.0,0.0,0.0,0.0,0.0,002,"25 July, 2020"
2010,0.8,0.6,0.7,0.7,1.5,1.4,2.1,2.1,2.9,2.2,1.8,1.0,077,"25 July, 2020"
2011,0.9,1.0,1.0,0.9,0.8,0.9,1.0,1.7,2.1,2.0,1.6,1.0,077,"25 July, 2020"
2012,0.9,1.0,0.9,0.6,0.8,0.9,1.2,2.1,3.4,2.4,1.6,1.1,077,"25 July, 2020"
2013,0.9,0.7,0.7,0.9,0.8,1.0,1.3,1.6,1.5,1.5,1.4,1.5,077,"25 July, 2020"
2014,1.3,1.1,0.9,0.7,0.7,0.7,0.9,1.2,1.4,1.6,1.4,1.0,077,"25 July, 2020"
2015,0.8,0.8,0.9,0.7,1.1,1.2,1.4,1.8,2.0,2.9,2.1,1.7,077,"25 July, 2020"
2016,1.2,1.1,1.0,0.9,0.6,0.6,0.8,0.7,0.8,1.1,1.2,1.2,077,"25 July, 2020"
2017,1.1,0.8,0.9,1.0,2.4,2.6,2.9,3.7,5.6,4.6,2.5,1.5,077,"25 July, 2020"
2018,1.2,1.0,0.8,0.7,0.8,1.2,1.0,0.9,1.4,1.3,1.3,1.0,077,"25 July, 2020"
2019,0.8,0.8,0.9,0.9,0.9,1.2,1.7,2.3,4.0,3.9,4.2,3.3,077,"25 July, 2020"
2020,1.7,1.1,0.6,0.3,0.4,0.4,0.2,0.0,0.0,0.0,0.0,0.0,077,"25 July, 2020"
1993,2.4,1.3,1.2,1.0,1.1,1.2,1.7,1.9,2.8,3.1,3.8,2.1,029,"25 July, 2020"
1994,1.2,0.9,0.6,0.5,0.7,0.5,0.8,1.3,2.9,3.9,4.2,2.6,029,"25 July, 2020"
1995,1.5,1.2,1.0,0.8,0.9,0.8,1.0,2.8,4.8,6.6,6.0,3.3,029,"25 July, 2020"
1996,2.2,1.4,1.2,1.0,1.0,0.8,0.8,0.9,1.5,2.1,2.1,1.3,029,"25 July, 2020"
1997,1.0,0.8,0.4,0.5,0.5,0.4,0.5,0.7,0.9,0.8,0.7,0.4,029,"25 July, 2020"
1998,0.3,0.3,0.3,0.3,0.4,0.3,0.4,0.5,0.4,0.3,0.2,0.2,029,"25 July, 2020"
1999,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.1,029,"25 July, 2020"
2000,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.3,0.3,0.1,029,"25 July, 2020"
2001,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,029,"25 July, 2020"
2002,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.1,0.2,0.1,0.1,029,"25 July, 2020"
2003,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,029,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2011,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,029,"25 July, 2020"
1991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
1992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
1993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
1994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
1995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
1996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
1997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
1998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
1999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,046,"25 July, 2020"
1999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,054,"25 July, 2020"
2000,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,054,"25 July, 2020"
2001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,054,"25 July, 2020"
2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,054,"25 July, 2020"
2003,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,054,"25 July, 2020"
2004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,054,"25 July, 2020"
2005,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.1,054,"25 July, 2020"
2006,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,054,"25 July, 2020"
2007,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,054,"25 July, 2020"
2008,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,054,"25 July, 2020"
2009,0.1,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,054,"25 July, 2020"
2010,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,054,"25 July, 2020"
2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.1,0.1,054,"25 July, 2020"
2012,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,054,"25 July, 2020"
2013,0.1,0.1,0.1,0.1,0.0,0.0,0.0,0.2,0.1,0.0,0.0,0.1,054,"25 July, 2020"
2014,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,054,"25 July, 2020"
2015,0.1,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,054,"25 July, 2020"
2016,0.1,0.1,0.0,0.1,0.1,0.1,0.1,0.1,0.2,0.2,0.2,0.3,054,"25 July, 2020"
2017,0.2,0.2,0.2,0.1,0.1,0.1,0.2,0.1,0.2,0.2,0.2,0.2,054,"25 July, 2020"
2018,0.2,0.2,0.2,0.2,0.2,0.1,0.1,0.2,0.2,0.2,0.3,0.2,054,"25 July, 2020"
2019,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.2,0.1,0.3,0.3,0.3,054,"25 July, 2020"
2020,0.3,0.3,0.3,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,054,"25 July, 2020"
1991,3.2,3.8,4.1,3.5,2.9,2.4,2.0,1.9,1.6,1.8,2.3,2.5,030,"25 July, 2020"
1992,2.7,3.1,3.5,2.6,2.1,1.6,1.5,1.5,1.4,1.6,1.6,2.0,030,"25 July, 2020"
1993,3.0,2.9,3.0,2.3,2.4,1.6,1.4,1.6,1.2,2.0,2.5,2.3,030,"25 July, 2020"
1994,3.2,3.6,3.7,2.9,2.4,1.8,1.6,1.6,1.5,2.3,2.4,2.3,030,"25 July, 2020"
1995,3.8,4.6,3.8,2.7,2.7,1.8,1.9,1.7,1.6,2.1,2.4,2.7,030,"25 July, 2020"
1996,3.6,3.5,3.0,2.8,3.0,1.9,1.9,1.4,1.7,2.5,2.9,3.2,030,"25 July, 2020"
1997,3.7,3.8,6.0,4.4,2.5,1.9,1.8,1.7,2.1,2.9,3.2,3.5,030,"25 July, 2020"
1998,4.7,4.4,5.1,4.2,3.8,2.4,1.9,2.0,2.5,3.3,2.8,3.3,030,"25 July, 2020"
1999,4.1,4.9,6.8,3.8,2.5,2.0,1.8,1.7,2.0,2.3,2.4,2.9,030,"25 July, 2020"
2000,3.6,3.4,3.9,2.8,3.4,2.0,1.6,1.8,1.4,2.3,2.8,3.2,030,"25 July, 2020"
2001,3.9,4.0,4.3,3.1,3.1,2.4,2.3,1.9,1.7,2.9,3.0,3.5,030,"25 July, 2020"
2002,4.6,5.1,4.9,4.9,3.2,2.2,2.1,1.8,2.0,2.8,3.0,3.7,030,"25 July, 2020"
2003,5.0,4.4,4.4,3.2,2.9,2.0,1.8,1.7,1.7,2.1,2.4,3.8,030,"25 July, 2020"
2004,4.4,4.4,4.7,4.1,3.5,2.2,2.2,1.7,1.8,2.3,3.4,4.0,030,"25 July, 2020"
2005,5.3,3.9,4.0,3.7,3.4,2.5,2.3,2.1,2.1,3.3,4.4,4.3,030,"25 July, 2020"
2006,5.0,4.8,5.0,3.7,3.1,2.2,2.0,1.9,2.1,3.3,3.3,3.6,030,"25 July, 2020"
2007,4.4,5.1,7.0,4.8,3.8,2.6,2.2,2.2,2.7,3.0,3.6,3.7,030,"25 July, 2020"
2008,4.7,4.4,4.3,3.9,2.9,2.4,2.3,1.9,2.0,2.9,3.2,3.8,030,"25 July, 2020"
2009,4.9,5.4,5.0,4.2,3.3,2.6,2.1,2.1,2.7,3.0,3.8,4.2,030,"25 July, 2020"
2010,6.2,5.8,6.1,5.0,4.5,3.5,3.3,3.1,2.9,3.9,4.2,5.0,030,"25 July, 2020"
2011,7.5,6.9,6.8,4.7,3.9,2.9,3.1,3.2,2.7,3.5,4.5,4.9,030,"25 July, 2020"
2012,5.7,5.6,5.8,4.4,3.7,2.7,2.7,3.1,3.1,4.1,3.8,4.4,030,"25 July, 2020"
