YEAR,ACT,NSW,NT,QLD,SA,TAS,VIC,WA,Aust,condition,updated
2014,221,4280,456,4836,1220,250,3677,1251,16191,030,"27 July, 2020"
2015,237,4036,545,5322,1263,257,3520,1706,16886,030,"27 July, 2020"
2016,268,4476,658,4763,1572,282,4041,1953,18013,030,"27 July, 2020"
2017,349,3700,533,4224,1456,309,3225,2580,16376,030,"27 July, 2020"
2018,191,3343,529,3483,1174,284,3084,2061,14149,030,"27 July, 2020"
2019,162,3526,427,3816,1177,237,3179,2153,14677,030,"27 July, 2020"
2020,79,2022,252,2992,440,119,1274,1147,8325,030,"27 July, 2020"
1991,1,NN,360,90,90,1,85,289,916,031,"27 July, 2020"
1992,3,NN,230,94,88,4,76,198,693,031,"27 July, 2020"
1993,3,NN,130,179,85,1,86,192,676,031,"27 July, 2020"
1994,8,NN,132,155,63,2,78,285,723,031,"27 July, 2020"
1995,7,NN,199,219,75,1,80,141,722,031,"27 July, 2020"
1996,3,NN,149,226,59,2,65,155,659,031,"27 July, 2020"
1997,5,NN,165,205,106,4,96,221,802,031,"27 July, 2020"
1998,11,NN,101,150,65,3,100,151,581,031,"27 July, 2020"
1999,5,NN,112,129,72,1,103,112,534,031,"27 July, 2020"
2000,7,NN,118,107,30,2,116,108,488,031,"27 July, 2020"
2001,6,134,106,107,34,6,95,78,566,031,"27 July, 2020"
2002,0,85,102,93,26,1,67,127,501,031,"27 July, 2020"
2003,3,59,134,53,32,4,48,110,443,031,"27 July, 2020"
2004,2,96,116,67,56,3,69,111,520,031,"27 July, 2020"
2005,7,134,197,79,48,5,102,156,728,031,"27 July, 2020"
2006,2,72,125,98,38,3,77,129,544,031,"27 July, 2020"
2007,0,71,173,87,64,3,96,100,594,031,"27 July, 2020"
2008,3,109,176,94,138,3,137,169,829,031,"27 July, 2020"
2009,8,151,85,114,52,2,85,120,617,031,"27 July, 2020"
2010,7,117,75,93,55,5,88,113,553,031,"27 July, 2020"
2011,9,131,77,63,33,2,94,84,493,031,"27 July, 2020"
2012,6,124,107,82,49,7,120,53,548,031,"27 July, 2020"
2013,10,149,107,72,29,3,115,52,537,031,"27 July, 2020"
2014,9,200,99,171,22,2,464,68,1035,031,"27 July, 2020"
2015,7,176,136,145,18,6,452,97,1037,031,"27 July, 2020"
2016,5,312,187,181,31,12,589,93,1410,031,"27 July, 2020"
2017,7,231,442,237,66,24,543,198,1748,031,"27 July, 2020"
2018,30,549,406,450,281,17,512,264,2509,031,"27 July, 2020"
2019,44,864,296,615,283,20,646,389,3157,031,"27 July, 2020"
2020,13,370,209,208,107,1,202,161,1271,031,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2005,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2006,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2007,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2008,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2009,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2010,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2011,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2013,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2014,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2015,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2017,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2019,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2020,0,0,0,0,0,0,0,0,0,069,"27 July, 2020"
2004,3,291,57,110,14,2,86,50,613,066,"27 July, 2020"
2005,4,240,94,143,11,6,120,19,637,066,"27 July, 2020"
2006,2,226,150,178,42,5,231,50,884,066,"27 July, 2020"
2007,9,454,118,260,50,8,431,104,1434,066,"27 July, 2020"
2008,4,422,83,199,47,8,380,176,1319,066,"27 July, 2020"
2009,11,517,38,193,37,10,389,89,1284,066,"27 July, 2020"
2010,14,402,43,229,22,6,299,81,1096,066,"27 July, 2020"
2011,10,388,30,337,18,6,331,121,1241,066,"27 July, 2020"
2012,15,500,14,392,45,14,475,78,1533,066,"27 July, 2020"
2013,10,606,23,334,41,21,640,86,1761,066,"27 July, 2020"
2014,18,785,72,396,29,16,653,93,2062,066,"27 July, 2020"
2015,14,752,206,575,118,16,946,163,2790,066,"27 July, 2020"
2016,13,874,230,683,86,6,1144,336,3372,066,"27 July, 2020"
2017,33,1119,322,1083,163,11,1363,322,4416,066,"27 July, 2020"
2018,54,1534,350,1127,203,9,1376,428,5081,066,"27 July, 2020"
2019,66,1904,338,1131,167,7,1666,565,5844,066,"27 July, 2020"
2020,28,826,155,560,79,7,435,383,2473,066,"27 July, 2020"
2002,0,367,1,225,1,15,320,126,1055,067,"27 July, 2020"
2003,0,531,0,245,2,15,274,138,1205,067,"27 July, 2020"
2004,7,477,100,261,0,10,336,153,1344,067,"27 July, 2020"
2005,6,291,135,313,1,24,368,179,1317,067,"27 July, 2020"
2006,8,376,116,310,3,17,355,132,1317,067,"27 July, 2020"
2007,22,381,183,238,4,27,433,127,1415,067,"27 July, 2020"
2008,31,386,171,229,6,14,422,108,1367,067,"27 July, 2020"
2009,20,413,98,322,11,18,471,107,1460,067,"27 July, 2020"
2010,15,409,102,206,21,14,528,67,1362,067,"27 July, 2020"
2011,24,354,60,235,31,19,536,99,1358,067,"27 July, 2020"
2012,14,321,65,265,80,10,506,139,1400,067,"27 July, 2020"
2013,9,443,96,304,112,11,569,197,1741,067,"27 July, 2020"
2014,26,481,74,289,119,17,792,64,1862,067,"27 July, 2020"
2015,9,627,76,286,194,14,725,69,2000,067,"27 July, 2020"
2016,20,677,55,298,165,16,738,60,2029,067,"27 July, 2020"
2017,11,619,102,305,68,9,742,161,2017,067,"27 July, 2020"
2018,11,765,89,320,89,31,761,217,2283,067,"27 July, 2020"
2019,21,741,89,313,157,20,974,226,2541,067,"27 July, 2020"
2020,6,229,31,114,44,15,968,118,1525,067,"27 July, 2020"
1991,0,2,0,0,0,0,0,0,2,047,"27 July, 2020"
1992,0,1,1,0,0,0,0,2,4,047,"27 July, 2020"
1993,0,0,3,0,0,0,0,0,3,047,"27 July, 2020"
1994,0,2,1,3,0,0,0,0,6,047,"27 July, 2020"
1995,0,7,7,6,0,0,0,0,20,047,"27 July, 2020"
1996,0,3,1,1,0,0,0,0,5,047,"27 July, 2020"
1997,0,3,2,5,0,0,0,0,10,047,"27 July, 2020"
1998,0,0,4,6,0,0,1,0,11,047,"27 July, 2020"
1999,0,4,0,5,1,0,0,0,10,047,"27 July, 2020"
2000,0,4,1,1,0,0,0,0,6,047,"27 July, 2020"
2001,0,1,17,0,0,0,0,1,19,047,"27 July, 2020"
2002,0,1,12,2,0,0,0,0,15,047,"27 July, 2020"
2003,0,3,8,3,0,0,0,0,14,047,"27 July, 2020"
2004,0,1,6,5,0,0,1,0,13,047,"27 July, 2020"
2005,0,9,5,2,0,0,0,0,16,047,"27 July, 2020"
2006,0,4,6,1,0,0,0,0,11,047,"27 July, 2020"
2007,0,5,2,0,0,0,0,0,7,047,"27 July, 2020"
2008,0,3,1,2,0,0,0,0,6,047,"27 July, 2020"
2009,0,0,4,0,0,0,0,0,4,047,"27 July, 2020"
2010,0,0,1,2,0,0,0,1,4,047,"27 July, 2020"
2011,0,3,0,3,0,0,0,0,6,047,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,047,"27 July, 2020"
2013,0,2,1,2,0,0,0,2,7,047,"27 July, 2020"
2014,0,0,3,0,0,0,0,0,3,047,"27 July, 2020"
2015,0,0,0,3,0,1,0,0,4,047,"27 July, 2020"
2016,0,0,0,2,0,0,0,0,2,047,"27 July, 2020"
2017,0,1,1,3,1,0,2,0,8,047,"27 July, 2020"
2018,0,1,1,3,0,0,2,1,8,047,"27 July, 2020"
2019,0,1,0,0,0,0,4,1,6,047,"27 July, 2020"
2020,0,2,2,1,1,0,2,1,9,047,"27 July, 2020"
1991,0,5,0,NN,1,1,0,4,11,033,"27 July, 2020"
1992,0,2,1,NN,2,0,4,4,13,033,"27 July, 2020"
1993,0,5,0,NN,3,0,2,0,10,033,"27 July, 2020"
1994,0,4,0,0,6,0,1,2,13,033,"27 July, 2020"
1995,0,0,0,0,0,0,4,3,7,033,"27 July, 2020"
1996,0,1,0,0,0,0,1,1,3,033,"27 July, 2020"
1997,0,3,0,2,0,1,1,0,7,033,"27 July, 2020"
1998,0,3,0,1,1,1,1,1,8,033,"27 July, 2020"
1999,0,1,0,1,0,0,0,0,2,033,"27 July, 2020"
2000,0,3,0,2,3,0,0,0,8,033,"27 July, 2020"
2001,0,0,0,0,1,0,1,0,2,033,"27 July, 2020"
2002,0,0,0,3,0,0,0,1,4,033,"27 July, 2020"
2003,0,1,0,2,0,0,1,0,4,033,"27 July, 2020"
2004,0,1,0,3,2,0,0,0,6,033,"27 July, 2020"
2005,0,1,0,0,0,1,0,0,2,033,"27 July, 2020"
2006,0,2,0,0,0,0,1,0,3,033,"27 July, 2020"
2007,0,2,0,0,0,1,0,0,3,033,"27 July, 2020"
2008,0,1,0,1,0,0,1,1,4,033,"27 July, 2020"
2009,0,2,0,0,0,0,1,0,3,033,"27 July, 2020"
2010,0,1,0,0,0,0,1,0,2,033,"27 July, 2020"
2011,0,1,0,1,0,0,0,1,3,033,"27 July, 2020"
2012,0,1,0,2,1,0,2,1,7,033,"27 July, 2020"
2013,0,2,0,0,1,0,0,1,4,033,"27 July, 2020"
2014,0,1,0,1,0,0,0,1,3,033,"27 July, 2020"
2015,0,1,0,0,0,0,1,0,2,033,"27 July, 2020"
2016,0,0,0,4,0,0,2,1,7,033,"27 July, 2020"
2017,0,1,0,1,2,0,0,0,4,033,"27 July, 2020"
2018,0,0,0,1,0,0,1,1,3,033,"27 July, 2020"
2019,0,1,0,1,1,0,0,0,3,033,"27 July, 2020"
2020,0,0,0,1,0,0,0,0,1,033,"27 July, 2020"
1991,7,307,34,103,65,14,11,67,608,034,"27 July, 2020"
1992,13,435,33,114,63,12,225,53,948,034,"27 July, 2020"
1993,15,405,31,96,64,16,296,65,988,034,"27 July, 2020"
1994,9,404,30,99,55,15,333,76,1021,034,"27 July, 2020"
1995,8,414,40,122,60,12,290,75,1021,034,"27 July, 2020"
1996,17,446,35,124,39,11,295,79,1046,034,"27 July, 2020"
1997,10,409,37,103,48,14,296,65,982,034,"27 July, 2020"
1998,17,390,32,105,54,9,223,76,906,034,"27 July, 2020"
1999,13,503,101,72,67,11,304,82,1153,034,"27 July, 2020"
2000,13,431,59,110,56,11,298,83,1061,034,"27 July, 2020"
2001,12,432,40,130,50,11,296,65,1036,034,"27 July, 2020"
2002,16,450,38,140,49,10,295,61,1059,034,"27 July, 2020"
2003,18,390,29,111,47,3,327,64,989,034,"27 July, 2020"
2004,14,420,26,124,61,11,320,80,1056,034,"27 July, 2020"
2005,19,443,26,108,48,12,357,60,1073,034,"27 July, 2020"
2006,14,473,29,139,76,8,356,111,1206,034,"27 July, 2020"
2007,10,447,58,129,62,6,358,59,1129,034,"27 July, 2020"
2008,13,499,38,131,62,8,373,95,1219,034,"27 July, 2020"
2009,23,520,21,159,58,9,410,107,1307,034,"27 July, 2020"
2010,10,510,37,177,74,10,435,109,1362,034,"27 July, 2020"
2011,20,540,35,221,72,17,358,123,1386,034,"27 July, 2020"
2012,17,470,28,171,83,6,368,172,1315,034,"27 July, 2020"
2013,18,443,43,153,69,8,376,149,1259,034,"27 July, 2020"
2014,30,475,29,166,48,9,443,139,1339,034,"27 July, 2020"
2015,16,444,27,182,85,13,351,131,1249,034,"27 July, 2020"
2016,24,533,22,181,86,9,363,143,1361,034,"27 July, 2020"
2017,24,544,21,188,74,10,443,132,1436,034,"27 July, 2020"
2018,34,509,18,199,83,9,450,136,1438,034,"27 July, 2020"
2019,17,597,27,194,72,11,455,138,1511,034,"27 July, 2020"
2020,19,322,13,99,25,9,258,72,817,034,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2005,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2006,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2007,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2008,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2009,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2010,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2011,0,0,0,0,0,2,0,0,2,070,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2013,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2014,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2015,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2017,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2019,0,0,0,0,0,0,0,0,0,070,"27 July, 2020"
2020,0,2,0,0,0,0,0,0,2,070,"27 July, 2020"
1991,0,37,1,13,3,0,9,11,74,035,"27 July, 2020"
1992,1,20,0,9,5,0,2,6,43,035,"27 July, 2020"
1993,1,27,0,8,1,0,4,3,44,035,"27 July, 2020"
1994,2,25,3,2,2,2,0,16,52,035,"27 July, 2020"
1995,2,27,0,6,2,1,0,10,48,035,"27 July, 2020"
1996,3,30,0,9,4,0,15,5,66,035,"27 July, 2020"
1997,0,27,4,8,3,0,18,11,71,035,"27 July, 2020"
1998,0,18,1,11,3,2,11,11,57,035,"27 July, 2020"
1999,0,32,0,3,5,0,14,9,63,035,"27 July, 2020"
2000,1,28,1,2,3,0,11,11,57,035,"27 July, 2020"
2001,2,31,2,10,3,1,14,11,74,035,"27 July, 2020"
2002,1,26,0,12,4,0,22,5,70,035,"27 July, 2020"
2003,0,15,0,4,2,1,18,10,50,035,"27 July, 2020"
2004,1,38,0,9,3,0,17,5,73,035,"27 July, 2020"
2005,0,27,0,3,2,0,12,8,52,035,"27 July, 2020"
2006,0,35,3,6,2,1,19,11,77,035,"27 July, 2020"
2007,0,34,3,6,5,3,29,9,89,035,"27 July, 2020"
2008,0,43,1,18,3,0,33,8,106,035,"27 July, 2020"
2009,2,47,0,13,2,1,42,8,115,035,"27 July, 2020"
2010,2,31,2,20,5,1,24,11,96,035,"27 July, 2020"
2011,2,45,3,22,9,3,36,15,135,035,"27 July, 2020"
2012,1,43,4,15,3,1,37,18,122,035,"27 July, 2020"
2013,5,59,0,24,8,0,44,10,150,035,"27 July, 2020"
2014,1,45,1,17,9,1,29,14,117,035,"27 July, 2020"
2015,2,42,0,24,8,1,29,8,114,035,"27 July, 2020"
2016,3,35,1,19,6,1,27,12,104,035,"27 July, 2020"
2017,1,55,1,17,5,0,44,21,144,035,"27 July, 2020"
2018,5,59,0,32,6,3,58,13,176,035,"27 July, 2020"
2019,9,65,1,25,10,0,72,20,202,035,"27 July, 2020"
2020,2,29,2,10,3,3,27,3,79,035,"27 July, 2020"
1991,0,0,0,0,0,0,0,0,0,073,"27 July, 2020"
1992,0,0,0,0,0,0,0,0,0,073,"27 July, 2020"
1993,5,0,0,0,0,0,0,0,5,073,"27 July, 2020"
1994,27,0,0,0,0,0,0,0,27,073,"27 July, 2020"
1995,1,0,0,0,0,0,0,0,1,073,"27 July, 2020"
1996,11,0,0,0,1,0,0,0,12,073,"27 July, 2020"
1997,5,0,0,0,0,0,0,0,5,073,"27 July, 2020"
1998,0,0,0,0,0,0,0,0,0,073,"27 July, 2020"
1999,0,0,0,0,0,0,0,0,0,073,"27 July, 2020"
2000,0,0,0,0,1,0,0,0,1,073,"27 July, 2020"
2001,0,0,0,0,0,0,0,0,0,073,"27 July, 2020"
2002,0,0,0,0,0,0,0,0,0,073,"27 July, 2020"
2003,1,0,0,1,1,0,0,1,4,073,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,073,"27 July, 2020"
2005,0,0,1,1,14,0,0,0,16,073,"27 July, 2020"
2006,28,NN,193,380,758,16,NN,247,1622,073,"27 July, 2020"
2007,9,NN,198,386,730,17,0,325,1665,073,"27 July, 2020"
2008,12,0,115,431,629,30,NN,359,1576,073,"27 July, 2020"
2009,2,0,89,302,477,38,570,320,1798,073,"27 July, 2020"
2010,4,NN,84,352,389,24,541,403,1797,073,"27 July, 2020"
2011,11,NN,148,302,483,36,688,435,2103,073,"27 July, 2020"
2012,16,NN,150,244,482,28,735,336,1991,073,"27 July, 2020"
2013,22,NN,97,360,397,30,873,355,2134,073,"27 July, 2020"
2014,63,NN,104,301,347,46,823,428,2112,073,"27 July, 2020"
2015,65,NN,118,332,457,68,963,486,2489,073,"27 July, 2020"
2016,100,NN,128,376,428,71,1308,619,3030,073,"27 July, 2020"
2017,113,NN,79,473,500,57,1250,700,3172,073,"27 July, 2020"
2018,217,NN,74,1272,696,64,1609,668,4600,073,"27 July, 2020"
2019,308,NN,96,1297,620,77,1372,622,4392,073,"27 July, 2020"
2020,73,0,43,381,224,19,319,253,1312,073,"27 July, 2020"
1991,0,0,0,0,0,0,0,0,0,074,"27 July, 2020"
1992,0,0,0,0,0,0,0,0,0,074,"27 July, 2020"
1993,0,0,0,0,0,0,0,1,1,074,"27 July, 2020"
1994,0,0,0,0,0,0,0,0,0,074,"27 July, 2020"
1995,0,0,0,0,0,0,0,0,0,074,"27 July, 2020"
1996,0,0,0,0,0,0,0,0,0,074,"27 July, 2020"
1997,1,0,0,0,0,0,0,0,1,074,"27 July, 2020"
1998,1,0,0,0,0,0,0,0,1,074,"27 July, 2020"
1999,0,0,0,0,1,0,0,0,1,074,"27 July, 2020"
2000,0,0,0,0,1,0,0,2,3,074,"27 July, 2020"
2001,0,0,0,0,0,0,0,0,0,074,"27 July, 2020"
2002,2,0,0,0,1,0,0,1,4,074,"27 July, 2020"
2003,5,0,0,0,1,0,0,0,6,074,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,074,"27 July, 2020"
2005,0,0,0,0,7,0,0,0,7,074,"27 July, 2020"
2006,8,NN,80,245,625,58,NN,165,1181,074,"27 July, 2020"
2007,6,NN,90,392,593,95,1,407,1584,074,"27 July, 2020"
2008,7,0,106,447,942,139,NN,533,2174,074,"27 July, 2020"
2009,12,0,113,311,1051,133,619,549,2788,074,"27 July, 2020"
2010,31,NN,130,98,1176,193,697,728,3053,074,"27 July, 2020"
2011,28,NN,185,75,1624,217,994,909,4032,074,"27 July, 2020"
2012,52,NN,187,73,1781,263,1114,1056,4526,074,"27 July, 2020"
2013,52,NN,246,58,1903,247,1227,1275,5008,074,"27 July, 2020"
2014,93,NN,245,55,2067,268,1419,1381,5528,074,"27 July, 2020"
2015,196,NN,363,54,2328,248,1732,1445,6366,074,"27 July, 2020"
2016,254,NN,366,75,2356,307,2423,1731,7512,074,"27 July, 2020"
2017,275,NN,405,625,2860,371,2713,2000,9249,074,"27 July, 2020"
2018,367,NN,415,4561,3131,468,2967,2223,14132,074,"27 July, 2020"
2019,445,NN,441,5641,3373,443,2518,2236,15097,074,"27 July, 2020"
2020,246,0,248,2986,1763,207,1178,1307,7935,074,"27 July, 2020"
1991,0,0,0,0,0,0,0,0,0,075,"27 July, 2020"
1992,0,0,0,0,0,0,0,0,0,075,"27 July, 2020"
1993,0,0,0,0,0,0,0,0,0,075,"27 July, 2020"
1994,0,0,0,0,0,0,0,0,0,075,"27 July, 2020"
1995,0,0,0,0,0,0,0,0,0,075,"27 July, 2020"
1996,0,0,0,0,0,0,0,0,0,075,"27 July, 2020"
1997,0,0,0,0,0,0,0,0,0,075,"27 July, 2020"
1998,0,0,0,0,0,0,0,0,0,075,"27 July, 2020"
1999,0,0,0,1,0,0,0,0,1,075,"27 July, 2020"
2000,0,0,0,0,1,1,0,0,2,075,"27 July, 2020"
2001,0,0,0,0,2,0,0,0,2,075,"27 July, 2020"
2002,0,0,0,1,0,0,1,0,2,075,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,075,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,075,"27 July, 2020"
2005,0,0,0,137,4,0,0,0,141,075,"27 July, 2020"
2006,72,NN,1,3165,318,12,NN,197,3765,075,"27 July, 2020"
2007,102,NN,4,3056,438,18,0,635,4253,075,"27 July, 2020"
2008,105,0,2,3135,219,36,NN,737,4234,075,"27 July, 2020"
2009,67,NN,13,3627,277,66,2471,853,7374,075,"27 July, 2020"
2010,87,NN,3,3892,293,70,2888,865,8098,075,"27 July, 2020"
2011,100,NN,3,4000,102,62,3271,998,8536,075,"27 July, 2020"
2012,128,NN,9,4406,73,84,3538,1084,9322,075,"27 July, 2020"
2013,138,NN,10,5243,238,87,4086,1264,11066,075,"27 July, 2020"
2014,183,NN,8,5544,295,142,4700,1244,12116,075,"27 July, 2020"
2015,125,NN,2,6488,354,146,4983,1425,13523,075,"27 July, 2020"
2016,176,NN,5,7395,415,140,5940,1520,15591,075,"27 July, 2020"
2017,200,NN,7,7191,192,160,6403,1568,15721,075,"27 July, 2020"
2018,88,NN,7,3718,204,122,7204,1518,12861,075,"27 July, 2020"
2019,149,NN,4,2879,107,216,8538,1384,13277,075,"27 July, 2020"
2020,71,0,26,2089,151,128,3998,841,7304,075,"27 July, 2020"
1991,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
1992,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
1993,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
1994,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
1995,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
1996,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
1997,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
1998,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
1999,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2000,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2001,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2002,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2005,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2006,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2007,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2008,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2009,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2010,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2011,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2013,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2014,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2015,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2017,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2019,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2020,0,0,0,0,0,0,0,0,0,036,"27 July, 2020"
2001,-,1,2,0,0,0,1,1,5,060,"27 July, 2020"
2002,-,0,0,0,0,0,0,0,0,060,"27 July, 2020"
2003,-,0,0,9,0,0,0,0,9,060,"27 July, 2020"
2004,-,0,0,5,0,0,1,0,6,060,"27 July, 2020"
2005,-,0,0,1,0,0,0,0,1,060,"27 July, 2020"
2006,-,0,0,1,0,0,0,2,3,060,"27 July, 2020"
2007,-,0,0,0,0,0,1,0,1,060,"27 July, 2020"
2008,-,0,0,1,0,0,0,0,1,060,"27 July, 2020"
2009,0,0,1,1,0,0,0,0,2,060,"27 July, 2020"
2010,0,0,1,1,0,0,0,0,2,060,"27 July, 2020"
2011,0,1,1,0,0,0,0,0,2,060,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,060,"27 July, 2020"
2013,0,0,0,2,0,0,0,0,2,060,"27 July, 2020"
2014,0,0,0,0,0,0,1,0,1,060,"27 July, 2020"
2015,0,1,0,0,0,0,0,0,1,060,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,060,"27 July, 2020"
2017,0,0,0,0,0,0,1,4,5,060,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,060,"27 July, 2020"
2019,0,1,0,1,0,0,0,0,2,060,"27 July, 2020"
2020,0,0,0,0,0,0,0,0,0,060,"27 July, 2020"
1991,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
1992,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
1993,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
1994,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
1995,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
1996,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
1997,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
1998,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
1999,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2000,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2001,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2002,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2003,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2004,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2005,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2006,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2007,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2008,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2009,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2010,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2011,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2012,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2013,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2014,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2015,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2016,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2017,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2018,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2019,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
2020,0,0,0,0,0,0,0,0,0,041,"27 July, 2020"
